Gene.stable.ID	Gene.name	Gene.type	Gene.description	Chromosome.scaffold.name	SRR7586681	SRR7586682	SRR7586683	SRR7586684	SRR7586685	SRR7586686
ENSG00000003393	ALS2	protein_coding	alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]	2	38.1762348851615	39.5656853231121	37.4178558402355	36.6835806353947	45.8772699931491	48.4073034661416
ENSG00000003400	CASP10	protein_coding	caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]	2	2.30297472625104	1.20811252894999	5.41797007641419	4.32033604913642	1.6034773978188	5.40863725878677
ENSG00000003402	CFLAR	protein_coding	CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]	2	16.3865509367863	18.3230400224081	26.5819156874071	34.2484821349724	17.9054976089766	29.3869291060748
ENSG00000003436	TFPI	protein_coding	tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]	2	23.5612029685684	13.389913862529	66.031510306298	68.6540673990042	36.4345697615495	102.944395825575
ENSG00000003509	NDUFAF7	protein_coding	NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]	2	10.4519622191394	11.1750408927874	8.04229933217732	8.8763267918621	13.2732295708334	11.2679942891391
ENSG00000003756	RBM5	protein_coding	RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]	3	56.3343048421409	51.7474866566911	42.4125470044299	43.910324572132	58.6160070980429	44.8015452936171
ENSG00000003987	MTMR7	protein_coding	myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454]	8	8.59186724793659	6.84597099738326	4.06347755731064	3.92757822648766	9.53178230925622	5.13820539584743
ENSG00000003989	SLC7A2	protein_coding	solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]	8	48.5396211532912	37.652840485608	79.9150586271093	106.280266808756	62.7137826702465	127.102975581489
ENSG00000004059	ARF5	protein_coding	ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]	7	60.4973745395947	72.0840475606826	81.9467974057647	70.2250986895993	48.9951427111301	52.9145011817972
ENSG00000004139	SARM1	protein_coding	sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]	17	25.9527536458291	26.1757714605831	16.5078775765745	16.4172769867184	19.0635646185124	13.3413052383407
ENSG00000004142	POLDIP2	protein_coding	DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]	17	108.151236182789	116.582859043674	110.052517177163	101.252966678852	84.7170558514267	91.4961136278095
ENSG00000004399	PLXND1	protein_coding	plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]	3	82.8185141940279	86.279369775845	189.798264239385	161.109258850524	79.8175415803137	155.588465144433
ENSG00000004455	AK2	protein_coding	adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]	1	85.9186724793659	78.8293425139867	95.999657291464	89.7058866929781	81.6882652111023	95.1018718003341
ENSG00000004478	FKBP4	protein_coding	FKBP prolyl isomerase 4 [Source:HGNC Symbol;Acc:HGNC:3720]	12	96.7249385025439	106.414578591678	120.21121107044	115.470799858737	91.4872937533284	94.9215838917078
ENSG00000004487	KDM1A	protein_coding	lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]	1	215.416712855482	208.298735199794	199.110400308222	194.02236438849	203.107137057048	196.694108311212
ENSG00000004534	RBM6	protein_coding	RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]	3	36.3161399139588	43.7940791744371	56.2114395427973	55.6145076870652	42.5812331198549	63.4613438364314
ENSG00000004660	CAMKK1	protein_coding	calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]	17	12.2234812393325	12.0811252894999	12.7830231490397	16.3387254221886	8.19555114440722	10.4566987003211
ENSG00000004700	RECQL	protein_coding	RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]	12	15.5007914266897	8.45678770264992	17.5237469659022	17.2813441965457	14.1640503473994	25.0600192990454
ENSG00000004766	VPS50	protein_coding	VPS50 subunit of EARP/GARPII complex [Source:HGNC Symbol;Acc:HGNC:25956]	7	18.1580699569794	14.3966743033207	15.9999428819107	17.4384473256052	22.9831760354028	21.6345490351471
ENSG00000004776	HSPB6	protein_coding	heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]	19	3.80876589341519	2.81892923421664	2.45501769087518	3.92757822648766	1.6925594754754	2.0733109492016
ENSG00000004777	ARHGAP33	protein_coding	Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085]	19	34.6331968447753	46.0089521441787	16.0845986643546	13.9821784862961	24.6757355108782	8.83410752268506
ENSG00000004779	NDUFAB1	protein_coding	NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]	16	52.0826591936775	47.8211209376037	68.3172164322852	61.3487718977372	60.2194844958617	59.94572961822
ENSG00000004799	PDK4	protein_coding	pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]	7	6.55462037471451	4.32906989540412	9.73541498105675	6.67688298502902	6.05758128064881	12.5300096495227
ENSG00000004838	ZMYND10	protein_coding	zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]	3	16.4751268877959	20.2358848599123	14.0528598856993	19.7949942614978	12.3824087942674	15.6850480504816
ENSG00000004848	ARX	protein_coding	aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060]	X	24.3583865276553	31.008221576383	19.9787646567773	14.0607300508258	22.715929802433	5.31849330447366
ENSG00000004864	SLC25A13	protein_coding	solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]	7	37.290475375065	30.6055174000664	44.7829089128611	45.0100464755485	42.4921510421983	58.6837142578365
ENSG00000004866	ST7	protein_coding	suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]	7	19.4867092221242	19.5311525513581	14.5607945803631	16.4172769867184	19.598057084452	18.0287908626226
ENSG00000004897	CDC27	protein_coding	cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]	17	83.8814256061438	50.8414022599787	82.8780110126484	105.966060550637	95.139658937249	134.94549960673
ENSG00000004961	HCCS	protein_coding	holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]	X	13.4635445534676	12.9872096862124	16.0845986643546	17.0456895029564	16.3020202111578	15.6850480504816
ENSG00000004975	DVL2	protein_coding	dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]	17	65.1918999431065	71.1779631639701	65.6928871765221	53.8078217028809	57.2797759331939	53.8159407249284
ENSG00000005001	PRSS22	protein_coding	serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]	16	1.68294306918346	0.805408352633325	2.20105034354327	2.43509850042235	1.336231164849	2.16345490351471
ENSG00000005007	UPF1	protein_coding	UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]	19	126.309306139769	129.06668850949	105.227137577857	105.337648034399	93.0016890734906	82.1211423792458
ENSG00000005020	SKAP2	protein_coding	src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]	7	8.59186724793659	8.15475957041242	9.39679185128086	9.34763617904062	9.53178230925622	12.3497217408965
ENSG00000005022	SLC25A5	protein_coding	solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]	X	113.642945145388	120.911928939078	148.147619276951	123.168853182653	140.037026076175	130.438301891074
ENSG00000005059	MCUB	protein_coding	mitochondrial calcium uniporter dominant negative beta subunit [Source:HGNC Symbol;Acc:HGNC:26076]	4	12.0463293373132	11.7790971572624	11.2592190650482	9.66184243715963	13.2732295708334	10.366554746008
ENSG00000005073	HOXA11	protein_coding	homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]	7	2.83443043230898	2.61757714605831	5.84124898863405	5.42005795255297	2.672462329698	4.05647794409008
ENSG00000005075	POLR2J	protein_coding	RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197]	7	18.1580699569794	20.3365609039915	25.7353578629674	18.2239629709027	15.6784456675616	20.9133974006422
ENSG00000005100	DHX33	protein_coding	DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718]	17	45.262310965934	45.2035437915454	38.2644136646752	44.1459792657213	42.4921510421983	37.7703168571943
ENSG00000005102	MEOX1	protein_coding	mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013]	17	6.3774684726952	9.16152001120407	11.5131864123802	11.7041831149332	6.05758128064881	12.6201536038358
ENSG00000005108	THSD7A	protein_coding	thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]	7	42.693608386654	49.834641819187	25.8200136454114	24.3509850042235	50.0641276430093	22.8064204412175
ENSG00000005156	LIG3	protein_coding	DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]	17	86.9815838914817	88.4942427455866	69.3330858216129	71.7175784156646	78.2140641824949	69.6812766840362
ENSG00000005175	RPAP3	protein_coding	RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]	12	24.181234625636	17.8196598020123	27.4284735118468	29.8495945213062	28.5953469277687	35.8772938166189
ENSG00000005187	ACSM3	protein_coding	acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]	16	4.42879755048278	3.2216334105333	6.51849524818583	9.81894556621914	3.29603687329421	12.6201536038358
ENSG00000005189	REXO5	protein_coding	RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]	16	8.06041154187866	7.55070330593742	9.14282450394895	10.5259096469869	9.62086438691282	8.38338775111949
ENSG00000005194	CIAPIN1	protein_coding	cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]	16	76.7953495253714	83.863144717945	82.1161089706526	68.1827580118257	61.8229618936805	56.4301154000086
ENSG00000005206	SPPL2B	protein_coding	signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627]	19	34.721772795785	43.0893468658829	18.3703047903419	19.4807880033788	23.3395043460292	20.1021018118242
ENSG00000005238	FAM214B	protein_coding	family with sequence similarity 214 member B [Source:HGNC Symbol;Acc:HGNC:25666]	9	25.5098738907808	32.820390369808	25.0581116034156	23.4083662298664	23.3395043460292	20.5528215833897
ENSG00000005243	COPZ2	protein_coding	coatomer protein complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]	17	17.1837344958732	13.4905899066082	29.883491202722	32.2061414571988	17.4600872206936	33.9842707760435
ENSG00000005249	PRKAR2B	protein_coding	protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]	7	23.649778919578	22.0480536533373	14.984073492583	17.5169988901349	30.8223988691837	18.5696545885012
ENSG00000005302	MSL3	protein_coding	MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370]	X	14.9693357206318	14.1953222151624	12.5290558017078	12.72535345382	16.6583485217842	15.955479913421
ENSG00000005339	CREBBP	protein_coding	CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]	16	161.562534641612	176.18307713854	141.713779811209	147.755492880466	158.655180306405	112.770086845704
ENSG00000005379	TSPOAP1	protein_coding	TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]	17	43.7565197987698	52.250866877087	47.3225823861802	43.910324572132	36.2564056062363	41.556362938345
ENSG00000005381	MPO	protein_coding	myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]	17	0	0	11.3438748474922	10.4473580824572	0	13.7018810555932
ENSG00000005436	GCFC2	protein_coding	GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317]	2	17.2723104468828	12.0811252894999	17.947025878122	17.1242410674862	22.4486835694632	25.8713148878634
ENSG00000005448	WDR54	protein_coding	WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]	2	39.9477539053547	52.0495147889286	39.3649388364469	31.499177376431	31.8913838010629	23.7078599843487
ENSG00000005469	CROT	protein_coding	carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]	7	5.5802849136083	3.62433758684996	10.4126612406085	10.1331518243382	8.46279737737702	11.989145923644
ENSG00000005483	KMT2E	protein_coding	lysine methyltransferase 2E [Source:HGNC Symbol;Acc:HGNC:18541]	7	77.0610773784003	79.4333987784617	90.9203103448257	94.3404290002335	97.366710878664	93.0285608511325
ENSG00000005486	RHBDD2	protein_coding	rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]	7	103.722438632307	115.173394426566	93.4599838181448	83.6574162241871	98.9701882764828	72.4757392677427
ENSG00000005513	SOX8	protein_coding	SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203]	16	17.1837344958732	20.8399411243873	21.4179129583249	14.8462456961233	13.8968041144296	14.6033205987243
ENSG00000005700	IBTK	protein_coding	inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]	6	72.1894000728693	48.2238251139203	72.8886286842597	84.4429318694846	77.7686537942119	110.516487987876
ENSG00000005801	ZNF195	protein_coding	zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]	11	39.4162981992967	32.3170101494122	25.7353578629674	28.8284241824194	39.5524424795305	32.9025433242862
ENSG00000005810	MYCBP2	protein_coding	MYC binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23386]	13	67.9377544244058	77.2185258087201	71.1955130353802	77.5303941908663	91.0418833650454	80.1379753843573
ENSG00000005812	FBXL3	protein_coding	F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]	13	17.1837344958732	10.4703085842332	19.8094530918894	26.5504288110566	22.5377656471198	36.8688773140631
ENSG00000005844	ITGAL	protein_coding	integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]	16	1.06291141211587	0.70473230855416	8.04229933217732	7.61950175938605	0.801738698909401	8.02281193386704
ENSG00000005882	PDK2	protein_coding	pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]	17	21.346804193327	21.4439973888623	18.8782394850057	21.8373349392714	19.0635646185124	17.4879271367439
ENSG00000005884	ITGA3	protein_coding	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]	17	39.7706020033353	39.7670374112704	46.4760245617405	51.0585169443395	32.2477121116893	42.6380903901024
ENSG00000005889	ZFX	protein_coding	zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869]	X	61.7374378537299	58.0900774336786	82.0314531882086	103.373858921155	72.6018932901291	115.83498129235
ENSG00000005893	LAMP2	protein_coding	lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]	X	104.165318387355	80.4401592192534	118.94137433378	136.83682541083	130.148915456293	161.177390311846
ENSG00000005961	ITGA2B	protein_coding	integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]	17	2.74585448129932	3.5236615427708	4.65606803441845	3.22061414571988	3.74144726157721	3.33532630958518
ENSG00000006007	GDE1	protein_coding	glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]	16	68.2034822774348	57.3853451251244	66.7934123482937	76.9805332391581	65.6534912329143	76.3519293032066
ENSG00000006015	REX1BD	protein_coding	required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098]	19	22.1439877524139	28.0886162980872	18.3703047903419	15.0033488251828	12.8278191825504	12.800441512462
ENSG00000006016	CRLF1	protein_coding	cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]	19	5.31455706057933	9.06084396712491	3.3015755153149	1.88523754871407	2.3161340190716	1.53244722332292
ENSG00000006025	OSBPL7	protein_coding	oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387]	17	9.65477866005246	11.5777450691041	8.97351293906101	8.01225958203482	8.55187945503362	7.39180425367525
ENSG00000006042	TMEM98	protein_coding	transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]	17	173.254560174886	165.008036245752	294.686778687466	270.45303667594	173.442805197401	293.238283380556
ENSG00000006047	YBX2	protein_coding	Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]	17	2.3915506772607	2.11419692566248	2.53967347331915	2.04234067777358	2.672462329698	1.80287908626226
ENSG00000006062	MAP3K14	protein_coding	mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]	17	6.73177227673382	9.56422418752074	7.1957415077376	7.06964080767778	7.03748413487141	6.94108448210969
ENSG00000006071	ABCC8	protein_coding	ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59]	11	2.92300638331863	5.03380220395828	2.28570612598724	2.43509850042235	2.3161340190716	1.26201536038358
ENSG00000006118	TMEM132A	protein_coding	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]	11	213.290890031251	261.556362517672	159.406838341999	174.93433420776	160.08049354891	120.792898779571
ENSG00000006125	AP2B1	protein_coding	adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]	17	354.215228087613	333.640410078355	286.813790920176	338.007382171528	373.075741225841	299.187784365221
ENSG00000006128	TAC1	protein_coding	tachykinin precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517]	7	4.96025325654071	7.55070330593742	3.97882177486667	4.55599074272568	3.65236518392061	1.71273513194914
ENSG00000006194	ZNF263	protein_coding	zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]	16	53.499874409832	57.2846690810453	58.8357687985604	50.4301044281015	41.6904123432889	43.3592420246073
ENSG00000006210	CX3CL1	protein_coding	C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]	16	34.721772795785	34.3305310309955	26.0739809927433	26.4718772465268	22.3596014918066	19.200662268693
ENSG00000006282	SPATA20	protein_coding	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]	17	39.7706020033353	41.5792062046954	36.4019864509079	35.2696524738592	28.6844290054253	31.5503840095895
ENSG00000006283	CACNA1G	protein_coding	calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]	17	39.9477539053547	48.8278813783953	30.7300490271617	32.2846930217285	29.3080035490215	23.4374281214093
ENSG00000006327	TNFRSF12A	protein_coding	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]	16	17.7151902019311	18.5243921105665	27.3438177294029	31.7348320700203	16.3020202111578	28.8460653801961
ENSG00000006432	MAP3K9	protein_coding	mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]	14	44.0222476517988	51.7474866566911	25.7353578629674	31.81338363455	40.1760170231267	23.7078599843487
ENSG00000006451	RALA	protein_coding	RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]	7	47.1224059371368	37.048784221133	33.5236898478128	38.0975087969303	56.3889551566279	44.8916892479302
ENSG00000006453	BAIAP2L1	protein_coding	BAI1 associated protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]	7	12.1349052883228	12.4838294658165	13.7988925383674	19.402236438849	13.8968041144296	16.9470634108652
ENSG00000006459	KDM7A	protein_coding	lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]	7	19.2209813690953	18.6250681546456	14.3914830154752	17.6741020191945	23.9630788896254	18.0287908626226
ENSG00000006468	ETV1	protein_coding	ETS variant 1 [Source:HGNC Symbol;Acc:HGNC:3490]	7	10.6291141211587	8.05408352633325	11.6824979772681	9.50473930810013	15.7675277452182	15.2343282789161
ENSG00000006530	AGK	protein_coding	acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]	7	33.8360132856884	34.2298549869163	32.2538531111532	34.1699305704426	32.9603687329421	32.2715356440944
ENSG00000006534	ALDH3B1	protein_coding	aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]	11	4.51737350149243	4.12771780724579	4.40210068708653	4.00612979101741	3.56328310626401	3.96633398977696
ENSG00000006576	PHTF2	protein_coding	putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]	7	33.1274056776112	22.4507578296539	26.4972599049632	35.1911009093294	44.0956284400171	44.6212573849909
ENSG00000006607	FARP2	protein_coding	FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]	2	51.7283553896388	53.3583033619578	49.7776000770554	53.1794091866429	48.0152398569075	49.5791748722121
ENSG00000006611	USH1C	protein_coding	USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]	11	2.92300638331863	1.61081670526665	3.8941659924227	4.55599074272568	3.91961141689041	3.69590212683763
